t, ref_c, dmm_c, humidity, v
1689101803.08829, 24.135, 40.7064, 53.594, 7.045669972E+00
1689101804.506807, 24.13, 40.7058, 53.592, 7.045668502E+00
1689101805.925155, 24.124, 40.7058, 53.589, 7.045668991E+00
1689101807.3437088, 24.12, 40.7058, 53.589, 7.045667560E+00
1689101808.76216, 24.124, 40.7052, 53.584, 7.045669147E+00
1689101810.1806934, 24.123, 40.7057, 53.589, 7.045668745E+00
1689101811.5990038, 24.12, 40.705, 53.582, 7.045581023E+00
1689101813.0175016, 24.124, 40.7053, 53.574, 7.045667833E+00
1689101814.4360192, 24.116, 40.7052, 53.565, 7.045668069E+00
1689101815.8543403, 24.109, 40.7052, 53.557, 7.045669676E+00
1689101817.2728734, 24.109, 40.7049, 53.558, 7.045668362E+00
1689101818.6913807, 24.103, 40.7045, 53.551, 7.045670162E+00
1689101820.109723, 24.101, 40.7043, 53.547, 7.045667933E+00
1689101821.528224, 24.098, 40.704, 53.542, 7.045669014E+00
1689101822.9467025, 24.098, 40.7046, 53.545, 7.045667714E+00
1689101824.3652232, 24.095, 40.7047, 53.535, 7.045668855E+00
1689101825.7835705, 24.09, 40.7046, 53.54, 7.045670046E+00
1689101827.2020566, 24.101, 40.7044, 53.542, 7.045668861E+00
1689101828.6205785, 24.095, 40.704, 53.544, 7.045668941E+00
1689101830.0389228, 24.1, 40.704, 53.537, 7.045669514E+00
1689101831.4574397, 24.101, 40.704, 53.539, 7.045667714E+00
1689101832.8759637, 24.103, 40.7035, 53.549, 7.045668772E+00
1689101834.294288, 24.101, 40.704, 53.541, 7.045669923E+00
1689101835.7128382, 24.097, 40.7033, 53.534, 7.045668076E+00
1689101837.1313584, 24.097, 40.7037, 53.526, 7.045668615E+00
1689101838.5496898, 24.093, 40.703, 53.522, 7.045669980E+00
1689101839.9681349, 24.104, 40.7032, 53.518, 7.045670193E+00
1689101841.3866615, 24.093, 40.7027, 53.523, 7.045669138E+00
1689101842.8051405, 24.083, 40.7028, 53.514, 7.045668216E+00
1689101844.2235444, 24.09, 40.7025, 53.507, 7.045668922E+00
1689101845.6420093, 24.086, 40.7024, 53.503, 7.045668829E+00
1689101847.060569, 24.075, 40.702, 53.498, 7.045668280E+00
1689101848.4788547, 24.077, 40.7018, 53.494, 7.045669637E+00
1689101849.8973427, 24.087, 40.7019, 53.487, 7.045668922E+00
1689101851.3158746, 24.087, 40.7024, 53.492, 7.045669298E+00
1689101852.734174, 24.078, 40.7017, 53.483, 7.045668616E+00
1689101854.1526825, 24.078, 40.7014, 53.481, 7.045669238E+00
1689101855.5712478, 24.084, 40.7016, 53.473, 7.045669061E+00
1689101856.9898028, 24.081, 40.7008, 53.471, 7.045669740E+00
1689101858.4080465, 24.084, 40.701, 53.469, 7.045666656E+00
1689101859.8265498, 24.078, 40.7009, 53.462, 7.045669194E+00
