t, ref_c, humidity, v_ch1, v_ch2
1689039880.0622883, 24.627, 53.154, 9.999597549e+00, 9.999702454e+00
1689039881.4808502, 24.628, 53.157, 9.999594688e+00, 9.999704361e+00
1689039882.899145, 24.621, 53.15, 9.999582291e+00, 9.999699593e+00
1689039884.317615, 24.63, 53.164, 9.999601364e+00, 9.999699593e+00
1689039885.736159, 24.631, 53.163, 9.999591827e+00, 9.999702454e+00
1689039887.154667, 24.631, 53.156, 9.999585152e+00, 9.999709129e+00
1689039888.5730565, 24.631, 53.164, 9.999580383e+00, 9.999706268e+00
1689039889.9914742, 24.634, 53.165, 9.999597549e+00, 9.999711990e+00
1689039891.4100037, 24.627, 53.167, 9.999585152e+00, 9.999718666e+00
1689039892.828334, 24.631, 53.164, 9.999589920e+00, 9.999709129e+00
1689039894.2468863, 24.636, 53.165, 9.999589920e+00, 9.999706268e+00
1689039895.6653464, 24.633, 53.167, 9.999589920e+00, 9.999709129e+00
1689039897.0836592, 24.634, 53.164, 9.999559402e+00, 9.999723434e+00
1689039898.502181, 24.64, 53.166, 9.999570847e+00, 9.999699593e+00
1689039899.9206955, 24.639, 53.168, 9.999568939e+00, 9.999699593e+00
1689039901.3389955, 24.637, 53.166, 9.999572754e+00, 9.999687195e+00
1689039902.75751, 24.647, 53.167, 9.999575615e+00, 9.999677658e+00
1689039904.176027, 24.633, 53.174, 9.999568939e+00, 9.999673843e+00
1689039905.5945263, 24.634, 53.168, 9.999568939e+00, 9.999677658e+00
1689039907.0128877, 24.64, 53.172, 9.999566078e+00, 9.999692917e+00
1689039908.431365, 24.644, 53.172, 9.999566078e+00, 9.999677658e+00
1689039909.849699, 24.639, 53.166, 9.999582291e+00, 9.999690056e+00
1689039911.2682157, 24.644, 53.166, 9.999566078e+00, 9.999685287e+00
1689039912.6867073, 24.64, 53.175, 9.999561310e+00, 9.999683380e+00
1689039914.1052203, 24.647, 53.167, 9.999568939e+00, 9.999696732e+00
1689039915.523547, 24.65, 53.172, 9.999582291e+00, 9.999694824e+00
1689039916.942043, 24.64, 53.176, 9.999580383e+00, 9.999706268e+00
1689039918.360564, 24.642, 53.17, 9.999582291e+00, 9.999702454e+00
1689039919.7790713, 24.64, 53.176, 9.999580383e+00, 9.999690056e+00
1689039921.1974387, 24.642, 53.178, 9.999572754e+00, 9.999692917e+00
1689039922.615889, 24.647, 53.181, 9.999566078e+00, 9.999690056e+00
1689039924.0344167, 24.648, 53.181, 9.999572754e+00, 9.999694824e+00
1689039925.4527247, 24.648, 53.183, 9.999582291e+00, 9.999696732e+00
1689039926.8712268, 24.651, 53.181, 9.999575615e+00, 9.999690056e+00
1689039928.289769, 24.648, 53.189, 9.999570847e+00, 9.999692917e+00
1689039929.7080915, 24.645, 53.187, 9.999580383e+00, 9.999677658e+00
1689039931.1266055, 24.656, 53.184, 9.999568939e+00, 9.999680519e+00
1689039932.5451033, 24.644, 53.19, 9.999575615e+00, 9.999683380e+00
1689039933.9635992, 24.648, 53.19, 9.999578476e+00, 9.999673843e+00
1689039935.3819008, 24.653, 53.186, 9.999568939e+00, 9.999687195e+00
1689039936.8004336, 24.651, 53.192, 9.999561310e+00, 9.999685287e+00
1689039938.2189317, 24.648, 53.191, 9.999575615e+00, 9.999692917e+00
1689039939.6374598, 24.656, 53.195, 9.999568939e+00, 9.999683380e+00
1689039941.0557628, 24.651, 53.192, 9.999572754e+00, 9.999680519e+00
1689039942.474297, 24.65, 53.189, 9.999585152e+00, 9.999673843e+00
1689039943.8927834, 24.651, 53.196, 9.999582291e+00, 9.999687195e+00
1689039945.3112783, 24.651, 53.198, 9.999588013e+00, 9.999675751e+00
1689039946.729636, 24.639, 53.208, 9.999575615e+00, 9.999668121e+00
1689039948.1481354, 24.654, 53.202, 9.999594688e+00, 9.999680519e+00
1689039949.5666196, 24.648, 53.21, 9.999582291e+00, 9.999690056e+00
1689039950.9851563, 24.651, 53.22, 9.999572754e+00, 9.999675751e+00
1689039952.4034839, 24.657, 53.231, 9.999589920e+00, 9.999668121e+00
1689039953.8219972, 24.65, 53.231, 9.999588013e+00, 9.999673843e+00
1689039955.2404919, 24.651, 53.237, 9.999588013e+00, 9.999673843e+00
1689039956.658816, 24.662, 53.24, 9.999568939e+00, 9.999692917e+00
1689039958.0773706, 24.659, 53.244, 9.999589920e+00, 9.999685287e+00
1689039959.495876, 24.657, 53.249, 9.999580383e+00, 9.999687195e+00
1689039960.9144018, 24.662, 53.255, 9.999570847e+00, 9.999687195e+00
1689039962.3326879, 24.657, 53.263, 9.999582291e+00, 9.999680519e+00
1689039963.7511826, 24.657, 53.256, 9.999591827e+00, 9.999687195e+00
1689039965.169681, 24.657, 53.25, 9.999578476e+00, 9.999687195e+00
1689039966.5882366, 24.659, 53.256, 9.999585152e+00, 9.999683380e+00
1689039968.0065281, 24.656, 53.255, 9.999572754e+00, 9.999690056e+00
1689039969.4250045, 24.657, 53.26, 9.999582291e+00, 9.999670982e+00
1689039970.8435335, 24.647, 53.252, 9.999582291e+00, 9.999690056e+00
1689039972.2620661, 24.654, 53.252, 9.999580383e+00, 9.999692917e+00
1689039973.680568, 24.657, 53.259, 9.999572754e+00, 9.999675751e+00
1689039975.098874, 24.653, 53.256, 9.999580383e+00, 9.999685287e+00
1689039976.5173764, 24.66, 53.262, 9.999594688e+00, 9.999677658e+00
1689039977.935877, 24.654, 53.253, 9.999589920e+00, 9.999692917e+00
1689039979.354219, 24.66, 53.255, 9.999582291e+00, 9.999690056e+00
1689039980.7727332, 24.654, 53.256, 9.999597549e+00, 9.999694824e+00
1689039982.191219, 24.654, 53.259, 9.999607086e+00, 9.999685287e+00
1689039983.6097193, 24.659, 53.247, 9.999580383e+00, 9.999704361e+00
1689039985.028062, 24.654, 53.248, 9.999591827e+00, 9.999696732e+00
1689039986.4465716, 24.66, 53.24, 9.999591827e+00, 9.999690056e+00
1689039987.8650637, 24.657, 53.246, 9.999599457e+00, 9.999685287e+00
1689039989.283544, 24.656, 53.236, 9.999594688e+00, 9.999694824e+00
1689039990.7018988, 24.657, 53.231, 9.999580383e+00, 9.999675751e+00
1689039992.1204205, 24.662, 53.228, 9.999591827e+00, 9.999687195e+00
1689039993.5389323, 24.66, 53.229, 9.999588013e+00, 9.999696732e+00
1689039994.9574502, 24.656, 53.23, 9.999589920e+00, 9.999685287e+00
1689039996.375762, 24.663, 53.222, 9.999585152e+00, 9.999680519e+00
1689039997.7942722, 24.657, 53.224, 9.999580383e+00, 9.999687195e+00
1689039999.2127776, 24.653, 53.217, 9.999589920e+00, 9.999696732e+00
1689040000.6311164, 24.66, 53.215, 9.999580383e+00, 9.999680519e+00
1689040002.049605, 24.659, 53.218, 9.999585152e+00, 9.999680519e+00
1689040003.4680915, 24.666, 53.22, 9.999575615e+00, 9.999692917e+00
1689040004.8864558, 24.663, 53.212, 9.999585152e+00, 9.999694824e+00
1689040006.3050132, 24.651, 53.202, 9.999594688e+00, 9.999690056e+00
1689040007.7234693, 24.657, 53.199, 9.999594688e+00, 9.999711990e+00
1689040009.1419861, 24.659, 53.2, 9.999589920e+00, 9.999702454e+00
1689040010.560368, 24.659, 53.194, 9.999589920e+00, 9.999713898e+00
1689040011.9787912, 24.666, 53.184, 9.999591827e+00, 9.999696732e+00
1689040013.3973413, 24.66, 53.176, 9.999591827e+00, 9.999702454e+00
1689040014.8156297, 24.654, 53.177, 9.999591827e+00, 9.999711990e+00
1689040016.2341344, 24.657, 53.177, 9.999589920e+00, 9.999713898e+00
1689040017.652682, 24.656, 53.172, 9.999588013e+00, 9.999715805e+00
1689040019.071165, 24.662, 53.167, 9.999589920e+00, 9.999725342e+00
1689040020.4895058, 24.657, 53.169, 9.999580383e+00, 9.999715805e+00
1689040021.9079974, 24.657, 53.161, 9.999580383e+00, 9.999713898e+00
1689040023.3265657, 24.659, 53.155, 9.999568939e+00, 9.999680519e+00
1689040024.7450235, 24.659, 53.154, 9.999566078e+00, 9.999685287e+00
1689040026.1633425, 24.659, 53.147, 9.999572754e+00, 9.999683380e+00
1689040027.581852, 24.66, 53.14, 9.999589920e+00, 9.999694824e+00
1689040029.0003824, 24.657, 53.132, 9.999582291e+00, 9.999685287e+00
1689040030.4186983, 24.651, 53.131, 9.999588013e+00, 9.999696732e+00
1689040031.83732, 24.653, 53.127, 9.999566078e+00, 9.999690056e+00
1689040033.2556825, 24.656, 53.117, 9.999580383e+00, 9.999687195e+00
1689040034.6742022, 24.657, 53.109, 9.999578476e+00, 9.999685287e+00
1689040036.0925198, 24.65, 53.098, 9.999591827e+00, 9.999687195e+00
1689040037.5110807, 24.656, 53.094, 9.999580383e+00, 9.999692917e+00
1689040038.9296324, 24.656, 53.098, 9.999561310e+00, 9.999673843e+00
1689040040.347872, 24.648, 53.095, 9.999566078e+00, 9.999664307e+00
1689040041.7663658, 24.653, 53.093, 9.999561310e+00, 9.999654770e+00
1689040043.1849403, 24.653, 53.086, 9.999566078e+00, 9.999683380e+00
1689040044.603386, 24.654, 53.091, 9.999580383e+00, 9.999680519e+00
1689040046.0217137, 24.654, 53.082, 9.999594688e+00, 9.999677658e+00
1689040047.4402409, 24.648, 53.08, 9.999585152e+00, 9.999677658e+00
1689040048.85872, 24.653, 53.08, 9.999575615e+00, 9.999668121e+00
1689040050.277301, 24.654, 53.075, 9.999568939e+00, 9.999685287e+00
1689040051.6955826, 24.653, 53.061, 9.999575615e+00, 9.999687195e+00
1689040053.1140516, 24.653, 53.068, 9.999585152e+00, 9.999683380e+00
1689040054.532602, 24.65, 53.06, 9.999578476e+00, 9.999687195e+00
1689040055.9511037, 24.654, 53.065, 9.999568939e+00, 9.999690056e+00
1689040057.3694203, 24.647, 53.049, 9.999570847e+00, 9.999683380e+00
1689040058.7879364, 24.645, 53.042, 9.999594688e+00, 9.999675751e+00
1689040060.2064333, 24.65, 53.026, 9.999591827e+00, 9.999696732e+00
1689040061.6247652, 24.645, 53.016, 9.999599457e+00, 9.999687195e+00
1689040063.043296, 24.648, 53.006, 9.999585152e+00, 9.999694824e+00
1689040064.461778, 24.645, 53.001, 9.999582291e+00, 9.999704361e+00
1689040065.8802962, 24.648, 52.99, 9.999588013e+00, 9.999696732e+00
1689040067.2986438, 24.636, 52.983, 9.999566078e+00, 9.999704361e+00
1689040068.717139, 24.639, 52.981, 9.999589920e+00, 9.999704361e+00
1689040070.135613, 24.642, 52.971, 9.999580383e+00, 9.999702454e+00
1689040071.5539753, 24.63, 52.965, 9.999575615e+00, 9.999702454e+00
1689040072.9725003, 24.644, 52.96, 9.999570847e+00, 9.999683380e+00
1689040074.390989, 24.636, 52.96, 9.999582291e+00, 9.999687195e+00
1689040075.809471, 24.634, 52.959, 9.999575615e+00, 9.999692917e+00
1689040077.2279842, 24.636, 52.952, 9.999588013e+00, 9.999694824e+00
1689040078.6463199, 24.633, 52.948, 9.999575615e+00, 9.999696732e+00
1689040080.0648263, 24.63, 52.933, 9.999578476e+00, 9.999683380e+00
1689040081.483355, 24.631, 52.926, 9.999589920e+00, 9.999709129e+00
1689040082.9016745, 24.625, 52.926, 9.999589920e+00, 9.999696732e+00
1689040084.3201697, 24.633, 52.917, 9.999580383e+00, 9.999696732e+00
1689040085.7386775, 24.625, 52.907, 9.999580383e+00, 9.999675751e+00
1689040087.1571748, 24.628, 52.905, 9.999572754e+00, 9.999673843e+00
1689040088.575516, 24.634, 52.905, 9.999566078e+00, 9.999670982e+00
1689040089.994025, 24.627, 52.896, 9.999572754e+00, 9.999670982e+00
1689040091.4125469, 24.634, 52.897, 9.999572754e+00, 9.999690056e+00
1689040092.8308597, 24.63, 52.887, 9.999566078e+00, 9.999685287e+00
1689040094.2493558, 24.628, 52.886, 9.999563217e+00, 9.999696732e+00
1689040095.667926, 24.633, 52.878, 9.999570847e+00, 9.999687195e+00
1689040097.0863876, 24.621, 52.875, 9.999589920e+00, 9.999680519e+00
1689040098.504759, 24.63, 52.865, 9.999570847e+00, 9.999675751e+00
1689040099.9232976, 24.622, 52.86, 9.999582291e+00, 9.999683380e+00
1689040101.3417058, 24.628, 52.851, 9.999566078e+00, 9.999687195e+00
1689040102.7602656, 24.627, 52.84, 9.999566078e+00, 9.999675751e+00
1689040104.1786127, 24.622, 52.831, 9.999563217e+00, 9.999699593e+00
1689040105.5971105, 24.619, 52.826, 9.999580383e+00, 9.999696732e+00
1689040107.01558, 24.619, 52.818, 9.999572754e+00, 9.999699593e+00
1689040108.4338884, 24.619, 52.808, 9.999563217e+00, 9.999706268e+00
1689040109.8524103, 24.622, 52.8, 9.999556541e+00, 9.999699593e+00
1689040111.27094, 24.627, 52.792, 9.999563217e+00, 9.999704361e+00
1689040112.6892514, 24.621, 52.782, 9.999566078e+00, 9.999702454e+00
1689040114.107763, 24.614, 52.786, 9.999559402e+00, 9.999711990e+00
1689040115.5262442, 24.621, 52.781, 9.999575615e+00, 9.999696732e+00
1689040116.9447715, 24.621, 52.769, 9.999594688e+00, 9.999702454e+00
1689040118.3630984, 24.624, 52.77, 9.999607086e+00, 9.999687195e+00
1689040119.781587, 24.617, 52.763, 9.999601364e+00, 9.999683380e+00
1689040121.2001045, 24.621, 52.751, 9.999589920e+00, 9.999675751e+00
1689040122.6186004, 24.614, 52.752, 9.999580383e+00, 9.999683380e+00
1689040124.0369432, 24.633, 52.737, 9.999580383e+00, 9.999673843e+00
1689040125.4554486, 24.619, 52.738, 9.999585152e+00, 9.999673843e+00
1689040126.873953, 24.613, 52.719, 9.999591827e+00, 9.999685287e+00
1689040128.2923002, 24.622, 52.716, 9.999591827e+00, 9.999694824e+00
1689040129.710807, 24.613, 52.703, 9.999588013e+00, 9.999685287e+00
1689040131.1293166, 24.619, 52.697, 9.999588013e+00, 9.999680519e+00
1689040132.5476813, 24.622, 52.683, 9.999570847e+00, 9.999685287e+00
1689040133.9661438, 24.607, 52.668, 9.999589920e+00, 9.999673843e+00
1689040135.3846433, 24.614, 52.662, 9.999591827e+00, 9.999680519e+00
1689040136.8031454, 24.616, 52.652, 9.999607086e+00, 9.999683380e+00
1689040138.221482, 24.613, 52.642, 9.999607086e+00, 9.999673843e+00
1689040139.6399984, 24.616, 52.642, 9.999580383e+00, 9.999675751e+00
1689040141.0583448, 24.616, 52.636, 9.999582291e+00, 9.999677658e+00
1689040142.4768202, 24.604, 52.624, 9.999580383e+00, 9.999680519e+00
1689040143.8953583, 24.608, 52.614, 9.999589920e+00, 9.999683380e+00
1689040145.3137224, 24.604, 52.6, 9.999589920e+00, 9.999677658e+00
1689040146.7322443, 24.607, 52.596, 9.999572754e+00, 9.999685287e+00
1689040148.1506736, 24.605, 52.585, 9.999563217e+00, 9.999702454e+00
1689040149.5692182, 24.601, 52.578, 9.999572754e+00, 9.999692917e+00
1689040150.987515, 24.605, 52.572, 9.999561310e+00, 9.999699593e+00
1689040152.406024, 24.608, 52.568, 9.999572754e+00, 9.999694824e+00
1689040153.824526, 24.598, 52.558, 9.999575615e+00, 9.999685287e+00
1689040155.2430775, 24.602, 52.546, 9.999580383e+00, 9.999704361e+00
1689040156.6613765, 24.602, 52.543, 9.999572754e+00, 9.999694824e+00
1689040158.0798836, 24.598, 52.534, 9.999568939e+00, 9.999687195e+00
1689040159.4983912, 24.601, 52.535, 9.999570847e+00, 9.999699593e+00
1689040160.9169068, 24.602, 52.526, 9.999570847e+00, 9.999687195e+00
1689040162.335223, 24.588, 52.513, 9.999570847e+00, 9.999680519e+00
1689040163.7537296, 24.594, 52.509, 9.999553680e+00, 9.999690056e+00
1689040165.1722412, 24.596, 52.492, 9.999570847e+00, 9.999690056e+00
1689040166.5907476, 24.588, 52.475, 9.999570847e+00, 9.999683380e+00
1689040168.009072, 24.593, 52.475, 9.999572754e+00, 9.999696732e+00
1689040169.4275873, 24.587, 52.475, 9.999597549e+00, 9.999690056e+00
1689040170.8461018, 24.594, 52.463, 9.999580383e+00, 9.999709129e+00
1689040172.2644024, 24.587, 52.454, 9.999563217e+00, 9.999692917e+00
1689040173.6829112, 24.588, 52.444, 9.999561310e+00, 9.999694824e+00
1689040175.101436, 24.591, 52.437, 9.999575615e+00, 9.999694824e+00
1689040176.5197756, 24.585, 52.435, 9.999556541e+00, 9.999683380e+00
1689040177.9382734, 24.579, 52.423, 9.999582291e+00, 9.999694824e+00
1689040179.356786, 24.584, 52.424, 9.999580383e+00, 9.999666214e+00
1689040180.7752743, 24.576, 52.415, 9.999570847e+00, 9.999673843e+00
1689040182.1936722, 24.568, 52.402, 9.999589920e+00, 9.999673843e+00
1689040183.6121228, 24.576, 52.401, 9.999563217e+00, 9.999666214e+00
1689040185.030629, 24.581, 52.387, 9.999582291e+00, 9.999666214e+00
1689040186.449189, 24.582, 52.381, 9.999572754e+00, 9.999685287e+00
1689040187.8674588, 24.576, 52.378, 9.999578476e+00, 9.999668121e+00
1689040189.2859824, 24.576, 52.368, 9.999575615e+00, 9.999668121e+00
1689040190.704466, 24.573, 52.368, 9.999561310e+00, 9.999666214e+00
1689040192.1228387, 24.571, 52.363, 9.999568939e+00, 9.999664307e+00
1689040193.5413046, 24.576, 52.359, 9.999599457e+00, 9.999664307e+00
1689040194.959806, 24.578, 52.351, 9.999580383e+00, 9.999685287e+00
1689040196.378312, 24.575, 52.346, 9.999588013e+00, 9.999699593e+00
1689040197.7966793, 24.568, 52.345, 9.999578476e+00, 9.999696732e+00
1689040199.2152731, 24.573, 52.342, 9.999585152e+00, 9.999675751e+00
1689040200.6336775, 24.573, 52.339, 9.999589920e+00, 9.999685287e+00
1689040202.0521698, 24.575, 52.335, 9.999588013e+00, 9.999696732e+00
1689040203.4704847, 24.568, 52.333, 9.999589920e+00, 9.999690056e+00
1689040204.889031, 24.578, 52.33, 9.999582291e+00, 9.999711990e+00
1689040206.3075256, 24.575, 52.328, 9.999578476e+00, 9.999696732e+00
1689040207.7258837, 24.576, 52.326, 9.999580383e+00, 9.999706268e+00
1689040209.1444163, 24.576, 52.323, 9.999578476e+00, 9.999696732e+00
1689040210.5628495, 24.573, 52.323, 9.999580383e+00, 9.999692917e+00
1689040211.981219, 24.565, 52.317, 9.999570847e+00, 9.999687195e+00
1689040213.3997035, 24.576, 52.316, 9.999585152e+00, 9.999685287e+00
1689040214.8181899, 24.573, 52.303, 9.999578476e+00, 9.999692917e+00
1689040216.236545, 24.578, 52.301, 9.999575615e+00, 9.999675751e+00
1689040217.6550684, 24.573, 52.293, 9.999578476e+00, 9.999699593e+00
1689040219.0735557, 24.573, 52.286, 9.999589920e+00, 9.999690056e+00
1689040220.49191, 24.558, 52.277, 9.999601364e+00, 9.999692917e+00
1689040221.910457, 24.565, 52.262, 9.999578476e+00, 9.999687195e+00
1689040223.328906, 24.564, 52.247, 9.999575615e+00, 9.999675751e+00
1689040224.7473967, 24.564, 52.222, 9.999585152e+00, 9.999687195e+00
1689040226.1657786, 24.564, 52.205, 9.999588013e+00, 9.999680519e+00
1689040227.5842621, 24.556, 52.19, 9.999589920e+00, 9.999694824e+00
1689040229.002762, 24.553, 52.172, 9.999556541e+00, 9.999692917e+00
1689040230.4211001, 24.555, 52.157, 9.999572754e+00, 9.999696732e+00
1689040231.8395808, 24.553, 52.153, 9.999568939e+00, 9.999680519e+00
1689040233.2581794, 24.553, 52.141, 9.999578476e+00, 9.999683380e+00
1689040234.6764421, 24.549, 52.133, 9.999572754e+00, 9.999673843e+00
1689040236.0949247, 24.558, 52.132, 9.999585152e+00, 9.999685287e+00
1689040237.5134447, 24.556, 52.12, 9.999568939e+00, 9.999694824e+00
1689040238.931947, 24.556, 52.109, 9.999575615e+00, 9.999696732e+00
1689040240.3502653, 24.552, 52.098, 9.999572754e+00, 9.999685287e+00
1689040241.7687953, 24.556, 52.095, 9.999551773e+00, 9.999706268e+00
1689040243.1873043, 24.553, 52.084, 9.999566078e+00, 9.999702454e+00
1689040244.6056387, 24.55, 52.076, 9.999568939e+00, 9.999690056e+00
1689040246.0241416, 24.545, 52.075, 9.999559402e+00, 9.999704361e+00
1689040247.442639, 24.538, 52.071, 9.999551773e+00, 9.999683380e+00
1689040248.8609943, 24.536, 52.065, 9.999551773e+00, 9.999680519e+00
1689040250.2794821, 24.541, 52.064, 9.999566078e+00, 9.999690056e+00
1689040251.698, 24.535, 52.06, 9.999561310e+00, 9.999696732e+00
1689040253.1164873, 24.538, 52.061, 9.999566078e+00, 9.999694824e+00
1689040254.5348327, 24.533, 52.053, 9.999549866e+00, 9.999680519e+00
1689040255.9533327, 24.536, 52.058, 9.999578476e+00, 9.999680519e+00
1689040257.371833, 24.539, 52.052, 9.999585152e+00, 9.999683380e+00
1689040258.7901716, 24.533, 52.055, 9.999588013e+00, 9.999706268e+00
1689040260.2087972, 24.521, 52.043, 9.999582291e+00, 9.999685287e+00
1689040261.6271563, 24.527, 52.044, 9.999591827e+00, 9.999704361e+00
1689040263.0455081, 24.529, 52.042, 9.999572754e+00, 9.999694824e+00
1689040264.4640138, 24.519, 52.028, 9.999580383e+00, 9.999687195e+00
1689040265.8825908, 24.521, 52.025, 9.999588013e+00, 9.999696732e+00
1689040267.300871, 24.521, 52.016, 9.999582291e+00, 9.999687195e+00
1689040268.7193882, 24.521, 52.007, 9.999594688e+00, 9.999706268e+00
1689040270.1379015, 24.522, 52.012, 9.999561310e+00, 9.999687195e+00
1689040271.5563843, 24.516, 52.005, 9.999589920e+00, 9.999696732e+00
1689040272.974712, 24.512, 51.999, 9.999589920e+00, 9.999706268e+00
1689040274.393234, 24.512, 51.999, 9.999591827e+00, 9.999704361e+00
1689040275.811719, 24.509, 51.989, 9.999578476e+00, 9.999721527e+00
1689040277.230125, 24.513, 51.987, 9.999589920e+00, 9.999699593e+00
1689040278.6485727, 24.503, 51.987, 9.999597549e+00, 9.999711990e+00
1689040280.0671089, 24.509, 51.981, 9.999597549e+00, 9.999706268e+00
1689040281.4855494, 24.504, 51.977, 9.999582291e+00, 9.999718666e+00
1689040282.903886, 24.513, 51.968, 9.999594688e+00, 9.999711990e+00
1689040284.322418, 24.503, 51.968, 9.999597549e+00, 9.999713898e+00
1689040285.7409294, 24.506, 51.965, 9.999601364e+00, 9.999699593e+00
1689040287.1592333, 24.512, 51.969, 9.999588013e+00, 9.999711990e+00
1689040288.577778, 24.516, 51.964, 9.999588013e+00, 9.999685287e+00
1689040289.9963057, 24.513, 51.959, 9.999572754e+00, 9.999694824e+00
1689040291.414775, 24.506, 51.961, 9.999580383e+00, 9.999687195e+00
1689040292.8331063, 24.512, 51.951, 9.999570847e+00, 9.999685287e+00
1689040294.2516127, 24.512, 51.947, 9.999570847e+00, 9.999683380e+00
1689040295.6701195, 24.509, 51.941, 9.999572754e+00, 9.999677658e+00
1689040297.0884364, 24.506, 51.935, 9.999559402e+00, 9.999680519e+00
1689040298.5069604, 24.506, 51.919, 9.999578476e+00, 9.999677658e+00
1689040299.9254923, 24.503, 51.919, 9.999585152e+00, 9.999699593e+00
1689040301.3437939, 24.499, 51.897, 9.999585152e+00, 9.999694824e+00
1689040302.7622945, 24.495, 51.89, 9.999599457e+00, 9.999670982e+00
1689040304.1807773, 24.495, 51.884, 9.999601364e+00, 9.999675751e+00
1689040305.5991342, 24.499, 51.884, 9.999599457e+00, 9.999677658e+00
1689040307.0176444, 24.492, 51.877, 9.999597549e+00, 9.999683380e+00
1689040308.436175, 24.495, 51.878, 9.999589920e+00, 9.999675751e+00
1689040309.854682, 24.499, 51.867, 9.999589920e+00, 9.999680519e+00
1689040311.2731452, 24.493, 51.859, 9.999608994e+00, 9.999690056e+00
1689040312.6916575, 24.495, 51.854, 9.999597549e+00, 9.999673843e+00
1689040314.110073, 24.499, 51.846, 9.999597549e+00, 9.999675751e+00
1689040315.5285192, 24.486, 51.837, 9.999585152e+00, 9.999692917e+00
1689040316.9470692, 24.478, 51.829, 9.999588013e+00, 9.999677658e+00
1689040318.3653793, 24.476, 51.829, 9.999570847e+00, 9.999685287e+00
1689040319.7838752, 24.486, 51.826, 9.999570847e+00, 9.999709129e+00
1689040321.202367, 24.483, 51.819, 9.999578476e+00, 9.999706268e+00
1689040322.620867, 24.483, 51.824, 9.999575615e+00, 9.999713898e+00
1689040324.0392025, 24.48, 51.824, 9.999575615e+00, 9.999718666e+00
1689040325.4577208, 24.478, 51.819, 9.999578476e+00, 9.999692917e+00
1689040326.8762596, 24.473, 51.817, 9.999575615e+00, 9.999696732e+00
1689040328.294779, 24.466, 51.822, 9.999556541e+00, 9.999692917e+00
1689040329.7131317, 24.467, 51.829, 9.999566078e+00, 9.999677658e+00
1689040331.131563, 24.483, 51.826, 9.999570847e+00, 9.999699593e+00
1689040332.5500753, 24.464, 51.828, 9.999578476e+00, 9.999692917e+00
1689040333.9683812, 24.463, 51.825, 9.999580383e+00, 9.999692917e+00
1689040335.3868952, 24.457, 51.836, 9.999568939e+00, 9.999718666e+00
1689040336.805391, 24.45, 51.843, 9.999570847e+00, 9.999711990e+00
1689040338.2237566, 24.455, 51.846, 9.999575615e+00, 9.999699593e+00
1689040339.6422484, 24.449, 51.849, 9.999572754e+00, 9.999715805e+00
1689040341.0607672, 24.455, 51.858, 9.999572754e+00, 9.999737740e+00
1689040342.4790945, 24.447, 51.865, 9.999568939e+00, 9.999709129e+00
1689040343.8976045, 24.455, 51.874, 9.999561310e+00, 9.999718666e+00
1689040345.3161209, 24.454, 51.89, 9.999563217e+00, 9.999692917e+00
1689040346.7346272, 24.461, 51.896, 9.999572754e+00, 9.999696732e+00
1689040348.1530612, 24.452, 51.906, 9.999580383e+00, 9.999704361e+00
1689040349.5714657, 24.452, 51.911, 9.999582291e+00, 9.999699593e+00
1689040350.9899733, 24.455, 51.927, 9.999572754e+00, 9.999668121e+00
1689040352.4084983, 24.447, 51.937, 9.999578476e+00, 9.999692917e+00
1689040353.8268235, 24.443, 51.946, 9.999580383e+00, 9.999673843e+00
1689040355.2453146, 24.431, 51.946, 9.999589920e+00, 9.999675751e+00
1689040356.6638265, 24.431, 51.957, 9.999589920e+00, 9.999675751e+00
1689040358.0823424, 24.429, 51.971, 9.999578476e+00, 9.999668121e+00
1689040359.5006678, 24.435, 51.987, 9.999591827e+00, 9.999666214e+00
1689040360.9191759, 24.427, 51.999, 9.999588013e+00, 9.999670982e+00
1689040362.337691, 24.431, 52.004, 9.999588013e+00, 9.999664307e+00
1689040363.756204, 24.438, 52.027, 9.999588013e+00, 9.999666214e+00
1689040365.1745262, 24.426, 52.035, 9.999589920e+00, 9.999670982e+00
1689040366.593083, 24.431, 52.049, 9.999585152e+00, 9.999683380e+00
1689040368.0115328, 24.429, 52.056, 9.999585152e+00, 9.999680519e+00
1689040369.4298625, 24.431, 52.072, 9.999578476e+00, 9.999685287e+00
1689040370.8483605, 24.435, 52.084, 9.999594688e+00, 9.999675751e+00
1689040372.2668798, 24.429, 52.093, 9.999578476e+00, 9.999690056e+00
1689040373.6852179, 24.431, 52.104, 9.999575615e+00, 9.999680519e+00
1689040375.1037335, 24.431, 52.117, 9.999580383e+00, 9.999683380e+00
1689040376.5222123, 24.432, 52.129, 9.999582291e+00, 9.999685287e+00
1689040377.9407218, 24.431, 52.157, 9.999578476e+00, 9.999677658e+00
1689040379.3590753, 24.421, 52.175, 9.999588013e+00, 9.999687195e+00
1689040380.7776058, 24.423, 52.197, 9.999578476e+00, 9.999685287e+00
1689040382.1960773, 24.42, 52.219, 9.999585152e+00, 9.999694824e+00
1689040383.6144018, 24.427, 52.245, 9.999589920e+00, 9.999692917e+00
1689040385.0329158, 24.423, 52.262, 9.999591827e+00, 9.999687195e+00
1689040386.4514258, 24.418, 52.285, 9.999589920e+00, 9.999699593e+00
1689040387.8697596, 24.429, 52.298, 9.999589920e+00, 9.999690056e+00
1689040389.288267, 24.434, 52.325, 9.999582291e+00, 9.999687195e+00
1689040390.7067735, 24.423, 52.323, 9.999572754e+00, 9.999704361e+00
