t, ref_c, humidity, v_ch1, v_ch2
1689083907.4835408, 23.868, 54.1, 9.999585152e+00, 9.999771118e+00
1689083908.9021251, 23.871, 54.101, 9.999604225e+00, 9.999761581e+00
1689083910.3205848, 23.879, 54.096, 9.999575615e+00, 9.999759674e+00
1689083911.7390816, 23.873, 54.092, 9.999575615e+00, 9.999759674e+00
1689083913.1575942, 23.871, 54.099, 9.999604225e+00, 9.999759674e+00
1689083914.5759141, 23.884, 54.091, 9.999604225e+00, 9.999753952e+00
1689083915.994406, 23.877, 54.09, 9.999604225e+00, 9.999759674e+00
1689083917.4129193, 23.877, 54.097, 9.999599457e+00, 9.999753952e+00
1689083918.831428, 23.88, 54.088, 9.999591827e+00, 9.999756813e+00
1689083920.2497833, 23.88, 54.091, 9.999604225e+00, 9.999750137e+00
1689083921.6682916, 23.882, 54.091, 9.999613762e+00, 9.999756813e+00
1689083923.0867732, 23.89, 54.096, 9.999620438e+00, 9.999753952e+00
1689083924.5052826, 23.885, 54.089, 9.999616623e+00, 9.999756813e+00
1689083925.9237812, 23.887, 54.084, 9.999601364e+00, 9.999769211e+00
1689083927.3421352, 23.894, 54.092, 9.999604225e+00, 9.999756813e+00
1689083928.760643, 23.894, 54.086, 9.999591827e+00, 9.999753952e+00
1689083930.17914, 23.894, 54.085, 9.999608994e+00, 9.999756813e+00
1689083931.5976484, 23.9, 54.081, 9.999607086e+00, 9.999766350e+00
1689083933.0159495, 23.896, 54.077, 9.999604225e+00, 9.999753952e+00
1689083934.434473, 23.907, 54.073, 9.999601364e+00, 9.999756813e+00
1689083935.8530385, 23.905, 54.069, 9.999608994e+00, 9.999747276e+00
1689083937.2713325, 23.907, 54.074, 9.999616623e+00, 9.999769211e+00
1689083938.689837, 23.902, 54.075, 9.999626160e+00, 9.999763489e+00
1689083940.1083236, 23.91, 54.077, 9.999620438e+00, 9.999756813e+00
1689083941.5267174, 23.907, 54.079, 9.999629974e+00, 9.999769211e+00
1689083942.9451778, 23.905, 54.079, 9.999632835e+00, 9.999742508e+00
1689083944.3636742, 23.916, 54.079, 9.999616623e+00, 9.999759674e+00
1689083945.782034, 23.911, 54.078, 9.999620438e+00, 9.999761581e+00
1689083947.2005615, 23.913, 54.075, 9.999620438e+00, 9.999761581e+00
1689083948.6190367, 23.914, 54.077, 9.999620438e+00, 9.999744415e+00
1689083950.0375416, 23.925, 54.084, 9.999613762e+00, 9.999728203e+00
1689083951.4558656, 23.916, 54.079, 9.999629974e+00, 9.999750137e+00
1689083952.8743682, 23.916, 54.072, 9.999620438e+00, 9.999740601e+00
1689083954.2928684, 23.93, 54.08, 9.999629974e+00, 9.999744415e+00
1689083955.7112317, 23.926, 54.081, 9.999618530e+00, 9.999771118e+00
1689083957.1297266, 23.925, 54.08, 9.999616623e+00, 9.999759674e+00
1689083958.5482469, 23.933, 54.087, 9.999632835e+00, 9.999740601e+00
1689083959.9665499, 23.931, 54.091, 9.999626160e+00, 9.999740601e+00
1689083961.3850973, 23.926, 54.08, 9.999632835e+00, 9.999737740e+00
1689083962.8035622, 23.931, 54.091, 9.999637604e+00, 9.999737740e+00
1689083964.2219043, 23.931, 54.084, 9.999628067e+00, 9.999747276e+00
1689083965.6404333, 23.931, 54.085, 9.999628067e+00, 9.999725342e+00
1689083967.0589173, 23.934, 54.086, 9.999626160e+00, 9.999737740e+00
1689083968.4774263, 23.933, 54.085, 9.999623299e+00, 9.999740601e+00
1689083969.8957846, 23.934, 54.085, 9.999629974e+00, 9.999742508e+00
1689083971.3142579, 23.94, 54.083, 9.999599457e+00, 9.999756813e+00
1689083972.732769, 23.939, 54.079, 9.999597549e+00, 9.999771118e+00
1689083974.15127, 23.946, 54.074, 9.999616623e+00, 9.999780655e+00
1689083975.5696266, 23.936, 54.087, 9.999597549e+00, 9.999759674e+00
1689083976.9881399, 23.945, 54.078, 9.999597549e+00, 9.999773026e+00
1689083978.4066207, 23.946, 54.086, 9.999604225e+00, 9.999756813e+00
1689083979.824936, 23.953, 54.084, 9.999599457e+00, 9.999766350e+00
1689083981.2434638, 23.954, 54.079, 9.999604225e+00, 9.999759674e+00
1689083982.6619964, 23.946, 54.078, 9.999607086e+00, 9.999769211e+00
1689083984.0803063, 23.945, 54.088, 9.999588013e+00, 9.999763489e+00
1689083985.4988203, 23.948, 54.085, 9.999607086e+00, 9.999773026e+00
1689083986.9173138, 23.948, 54.078, 9.999601364e+00, 9.999753952e+00
1689083988.335827, 23.957, 54.086, 9.999607086e+00, 9.999721527e+00
1689083989.7541761, 23.966, 54.085, 9.999620438e+00, 9.999740601e+00
1689083991.1726644, 23.962, 54.08, 9.999610901e+00, 9.999742508e+00
1689083992.5911424, 23.965, 54.089, 9.999604225e+00, 9.999728203e+00
1689083994.0096776, 23.962, 54.087, 9.999607086e+00, 9.999734879e+00
1689083995.428013, 23.963, 54.08, 9.999610901e+00, 9.999728203e+00
1689083996.8465016, 23.971, 54.084, 9.999607086e+00, 9.999752045e+00
1689083998.265051, 23.966, 54.075, 9.999597549e+00, 9.999737740e+00
1689083999.6833532, 23.969, 54.086, 9.999601364e+00, 9.999740601e+00
1689084001.1018593, 23.969, 54.089, 9.999604225e+00, 9.999737740e+00
1689084002.520369, 23.966, 54.084, 9.999599457e+00, 9.999740601e+00
1689084003.938884, 23.966, 54.086, 9.999601364e+00, 9.999756813e+00
1689084005.3573809, 23.969, 54.087, 9.999597549e+00, 9.999766350e+00
1689084006.7757146, 23.977, 54.079, 9.999601364e+00, 9.999769211e+00
1689084008.1942332, 23.977, 54.084, 9.999616623e+00, 9.999769211e+00
1689084009.6127453, 23.974, 54.08, 9.999599457e+00, 9.999756813e+00
1689084011.031233, 23.971, 54.083, 9.999601364e+00, 9.999761581e+00
1689084012.4495823, 23.982, 54.081, 9.999632835e+00, 9.999763489e+00
1689084013.8681092, 23.983, 54.077, 9.999618530e+00, 9.999766350e+00
1689084015.2865782, 23.974, 54.077, 9.999618530e+00, 9.999769211e+00
1689084016.705122, 23.979, 54.078, 9.999607086e+00, 9.999763489e+00
1689084018.1234586, 23.974, 54.086, 9.999589920e+00, 9.999771118e+00
1689084019.541916, 23.975, 54.091, 9.999582291e+00, 9.999766350e+00
1689084020.9604487, 23.982, 54.083, 9.999582291e+00, 9.999756813e+00
1689084022.378936, 23.985, 54.083, 9.999591827e+00, 9.999763489e+00
1689084023.7972615, 23.98, 54.073, 9.999599457e+00, 9.999766350e+00
1689084025.215766, 23.983, 54.081, 9.999585152e+00, 9.999759674e+00
1689084026.6342778, 23.986, 54.091, 9.999597549e+00, 9.999763489e+00
1689084028.0527778, 23.983, 54.088, 9.999607086e+00, 9.999753952e+00
1689084029.4713469, 23.982, 54.087, 9.999585152e+00, 9.999742508e+00
1689084030.8896377, 23.989, 54.091, 9.999594688e+00, 9.999737740e+00
1689084032.308134, 23.988, 54.086, 9.999604225e+00, 9.999752045e+00
1689084033.726642, 23.989, 54.087, 9.999597549e+00, 9.999753952e+00
1689084035.1451478, 23.994, 54.084, 9.999594688e+00, 9.999744415e+00
1689084036.5636375, 24.0, 54.09, 9.999582291e+00, 9.999725342e+00
1689084037.9819798, 23.988, 54.088, 9.999578476e+00, 9.999742508e+00
1689084039.4005077, 23.995, 54.089, 9.999580383e+00, 9.999723434e+00
1689084040.819006, 23.992, 54.083, 9.999591827e+00, 9.999725342e+00
1689084042.2375271, 23.998, 54.08, 9.999594688e+00, 9.999742508e+00
1689084043.6558619, 24.008, 54.085, 9.999588013e+00, 9.999742508e+00
1689084045.074375, 23.992, 54.081, 9.999582291e+00, 9.999750137e+00
1689084046.4928606, 23.997, 54.083, 9.999597549e+00, 9.999732971e+00
1689084047.91119, 23.997, 54.084, 9.999588013e+00, 9.999737740e+00
1689084049.3297179, 24.0, 54.079, 9.999620438e+00, 9.999740601e+00
1689084050.7482827, 23.998, 54.078, 9.999599457e+00, 9.999734879e+00
1689084052.1667168, 24.008, 54.081, 9.999597549e+00, 9.999744415e+00
1689084053.5850928, 24.006, 54.085, 9.999616623e+00, 9.999759674e+00
1689084055.0035584, 23.997, 54.077, 9.999618530e+00, 9.999750137e+00
1689084056.4221194, 24.002, 54.087, 9.999623299e+00, 9.999742508e+00
1689084057.8405592, 24.003, 54.083, 9.999616623e+00, 9.999747276e+00
1689084059.2588756, 24.005, 54.085, 9.999620438e+00, 9.999747276e+00
1689084060.6774898, 24.009, 54.079, 9.999607086e+00, 9.999761581e+00
1689084062.0959098, 24.017, 54.087, 9.999601364e+00, 9.999763489e+00
1689084063.5142515, 24.006, 54.083, 9.999623299e+00, 9.999752045e+00
1689084064.9327357, 24.014, 54.092, 9.999618530e+00, 9.999744415e+00
1689084066.3512683, 24.017, 54.079, 9.999608994e+00, 9.999732971e+00
1689084067.769612, 24.023, 54.085, 9.999618530e+00, 9.999752045e+00
1689084069.18813, 24.015, 54.083, 9.999613762e+00, 9.999732971e+00
1689084070.6065853, 24.023, 54.083, 9.999613762e+00, 9.999732971e+00
1689084072.0249376, 24.015, 54.076, 9.999610901e+00, 9.999737740e+00
1689084073.4434505, 24.026, 54.079, 9.999604225e+00, 9.999742508e+00
1689084074.8619454, 24.018, 54.085, 9.999607086e+00, 9.999750137e+00
1689084076.2804725, 24.02, 54.083, 9.999589920e+00, 9.999732971e+00
1689084077.6987717, 24.021, 54.079, 9.999613762e+00, 9.999747276e+00
1689084079.117303, 24.023, 54.09, 9.999604225e+00, 9.999752045e+00
1689084080.535803, 24.023, 54.079, 9.999604225e+00, 9.999734879e+00
1689084081.9542263, 24.032, 54.089, 9.999604225e+00, 9.999742508e+00
1689084083.3726213, 24.025, 54.086, 9.999601364e+00, 9.999734879e+00
1689084084.7911348, 24.032, 54.088, 9.999591827e+00, 9.999753952e+00
1689084086.2095497, 24.035, 54.086, 9.999589920e+00, 9.999750137e+00
1689084087.627982, 24.034, 54.09, 9.999594688e+00, 9.999756813e+00
1689084089.0465183, 24.026, 54.085, 9.999610901e+00, 9.999761581e+00
1689084090.4650352, 24.038, 54.087, 9.999601364e+00, 9.999747276e+00
1689084091.883345, 24.038, 54.084, 9.999608994e+00, 9.999756813e+00
1689084093.3018417, 24.034, 54.09, 9.999588013e+00, 9.999766350e+00
1689084094.7203496, 24.037, 54.086, 9.999594688e+00, 9.999750137e+00
1689084096.1386614, 24.04, 54.089, 9.999613762e+00, 9.999756813e+00
1689084097.557183, 24.041, 54.096, 9.999591827e+00, 9.999740601e+00
1689084098.9756954, 24.035, 54.091, 9.999604225e+00, 9.999752045e+00
1689084100.3940322, 24.043, 54.091, 9.999604225e+00, 9.999744415e+00
1689084101.8125486, 24.04, 54.084, 9.999599457e+00, 9.999740601e+00
1689084103.2310963, 24.043, 54.091, 9.999599457e+00, 9.999750137e+00
1689084104.649542, 24.046, 54.088, 9.999613762e+00, 9.999732971e+00
1689084106.0678897, 24.046, 54.091, 9.999610901e+00, 9.999752045e+00
1689084107.4863865, 24.047, 54.096, 9.999608994e+00, 9.999747276e+00
1689084108.9049146, 24.04, 54.093, 9.999620438e+00, 9.999756813e+00
1689084110.3232448, 24.046, 54.091, 9.999597549e+00, 9.999756813e+00
1689084111.741739, 24.049, 54.095, 9.999608994e+00, 9.999756813e+00
1689084113.1602411, 24.054, 54.081, 9.999601364e+00, 9.999734879e+00
1689084114.5786052, 24.046, 54.088, 9.999616623e+00, 9.999734879e+00
1689084115.9971075, 24.052, 54.091, 9.999613762e+00, 9.999742508e+00
1689084117.4155765, 24.046, 54.09, 9.999610901e+00, 9.999744415e+00
1689084118.833919, 24.043, 54.087, 9.999607086e+00, 9.999747276e+00
1689084120.2524326, 24.044, 54.09, 9.999610901e+00, 9.999737740e+00
1689084121.6709569, 24.051, 54.091, 9.999604225e+00, 9.999750137e+00
1689084123.0894415, 24.046, 54.089, 9.999608994e+00, 9.999747276e+00
1689084124.5077713, 24.046, 54.087, 9.999618530e+00, 9.999750137e+00
1689084125.9263399, 24.049, 54.092, 9.999613762e+00, 9.999744415e+00
1689084127.3447855, 24.049, 54.087, 9.999599457e+00, 9.999734879e+00
1689084128.7631736, 24.049, 54.086, 9.999591827e+00, 9.999747276e+00
1689084130.1817575, 24.052, 54.089, 9.999608994e+00, 9.999753952e+00
1689084131.6001306, 24.049, 54.1, 9.999610901e+00, 9.999763489e+00
1689084133.0184715, 24.044, 54.098, 9.999604225e+00, 9.999759674e+00
1689084134.4369657, 24.049, 54.097, 9.999604225e+00, 9.999756813e+00
1689084135.8554823, 24.044, 54.097, 9.999610901e+00, 9.999750137e+00
1689084137.2739725, 24.049, 54.1, 9.999616623e+00, 9.999750137e+00
1689084138.6923356, 24.057, 54.099, 9.999616623e+00, 9.999761581e+00
1689084140.1108308, 24.049, 54.101, 9.999613762e+00, 9.999750137e+00
1689084141.5293276, 24.051, 54.102, 9.999601364e+00, 9.999763489e+00
1689084142.9476666, 24.049, 54.095, 9.999616623e+00, 9.999747276e+00
1689084144.3661752, 24.041, 54.096, 9.999620438e+00, 9.999744415e+00
1689084145.7847128, 24.055, 54.095, 9.999616623e+00, 9.999753952e+00
1689084147.2030277, 24.052, 54.098, 9.999626160e+00, 9.999752045e+00
1689084148.6215284, 24.044, 54.101, 9.999623299e+00, 9.999763489e+00
1689084150.0400136, 24.052, 54.099, 9.999628067e+00, 9.999761581e+00
1689084151.4585843, 24.049, 54.096, 9.999620438e+00, 9.999780655e+00
1689084152.8768735, 24.046, 54.107, 9.999626160e+00, 9.999753952e+00
1689084154.295389, 24.051, 54.099, 9.999628067e+00, 9.999769211e+00
1689084155.7138617, 24.055, 54.099, 9.999628067e+00, 9.999750137e+00
1689084157.1322937, 24.043, 54.098, 9.999613762e+00, 9.999753952e+00
1689084158.550763, 24.057, 54.097, 9.999607086e+00, 9.999759674e+00
1689084159.969226, 24.044, 54.097, 9.999604225e+00, 9.999753952e+00
1689084161.3877268, 24.044, 54.099, 9.999599457e+00, 9.999752045e+00
1689084162.8060946, 24.052, 54.091, 9.999610901e+00, 9.999759674e+00
1689084164.2245607, 24.049, 54.096, 9.999607086e+00, 9.999752045e+00
1689084165.6430988, 24.046, 54.091, 9.999599457e+00, 9.999753952e+00
1689084167.0614176, 24.049, 54.093, 9.999613762e+00, 9.999740601e+00
1689084168.4799833, 24.046, 54.079, 9.999601364e+00, 9.999763489e+00
1689084169.8984308, 24.046, 54.09, 9.999601364e+00, 9.999744415e+00
1689084171.3167675, 24.051, 54.086, 9.999613762e+00, 9.999734879e+00
1689084172.7353408, 24.055, 54.087, 9.999616623e+00, 9.999731064e+00
1689084174.1537821, 24.055, 54.084, 9.999604225e+00, 9.999750137e+00
1689084175.5722897, 24.052, 54.085, 9.999601364e+00, 9.999721527e+00
1689084176.9905965, 24.058, 54.088, 9.999594688e+00, 9.999742508e+00
1689084178.4091353, 24.054, 54.079, 9.999608994e+00, 9.999737740e+00
1689084179.8276398, 24.057, 54.08, 9.999597549e+00, 9.999750137e+00
1689084181.2459898, 24.051, 54.073, 9.999613762e+00, 9.999723434e+00
1689084182.6644723, 24.064, 54.079, 9.999608994e+00, 9.999721527e+00
1689084184.0829961, 24.061, 54.085, 9.999610901e+00, 9.999732971e+00
1689084185.5013127, 24.057, 54.078, 9.999607086e+00, 9.999725342e+00
1689084186.9198186, 24.052, 54.085, 9.999608994e+00, 9.999725342e+00
1689084188.3383324, 24.063, 54.081, 9.999610901e+00, 9.999723434e+00
1689084189.7566552, 24.064, 54.077, 9.999608994e+00, 9.999718666e+00
1689084191.175173, 24.063, 54.077, 9.999604225e+00, 9.999744415e+00
1689084192.5936773, 24.063, 54.071, 9.999604225e+00, 9.999747276e+00
1689084194.0121922, 24.06, 54.076, 9.999591827e+00, 9.999750137e+00
1689084195.430522, 24.066, 54.072, 9.999613762e+00, 9.999750137e+00
1689084196.8490222, 24.063, 54.081, 9.999588013e+00, 9.999744415e+00
1689084198.2673686, 24.061, 54.073, 9.999613762e+00, 9.999753952e+00
1689084199.6858602, 24.063, 54.075, 9.999604225e+00, 9.999744415e+00
1689084201.1043463, 24.066, 54.075, 9.999601364e+00, 9.999759674e+00
1689084202.522869, 24.063, 54.075, 9.999607086e+00, 9.999771118e+00
1689084203.9413772, 24.077, 54.081, 9.999610901e+00, 9.999771118e+00
1689084205.3597217, 24.061, 54.072, 9.999599457e+00, 9.999756813e+00
1689084206.7782435, 24.067, 54.074, 9.999599457e+00, 9.999750137e+00
1689084208.1967502, 24.072, 54.065, 9.999607086e+00, 9.999747276e+00
1689084209.6150863, 24.061, 54.068, 9.999610901e+00, 9.999740601e+00
1689084211.0335555, 24.078, 54.075, 9.999599457e+00, 9.999753952e+00
1689084212.4521048, 24.069, 54.068, 9.999607086e+00, 9.999759674e+00
1689084213.8704004, 24.075, 54.066, 9.999604225e+00, 9.999747276e+00
1689084215.2888975, 24.069, 54.066, 9.999597549e+00, 9.999744415e+00
1689084216.7074661, 24.07, 54.064, 9.999594688e+00, 9.999732971e+00
1689084218.1257374, 24.074, 54.061, 9.999604225e+00, 9.999740601e+00
1689084219.544262, 24.069, 54.064, 9.999616623e+00, 9.999747276e+00
1689084220.9627812, 24.066, 54.065, 9.999604225e+00, 9.999744415e+00
1689084222.3812788, 24.07, 54.061, 9.999591827e+00, 9.999761581e+00
1689084223.79961, 24.074, 54.066, 9.999604225e+00, 9.999752045e+00
1689084225.2181287, 24.072, 54.063, 9.999604225e+00, 9.999756813e+00
1689084226.6366265, 24.074, 54.064, 9.999607086e+00, 9.999761581e+00
1689084228.05495, 24.074, 54.062, 9.999591827e+00, 9.999753952e+00
1689084229.4734838, 24.063, 54.067, 9.999616623e+00, 9.999766350e+00
1689084230.891961, 24.067, 54.064, 9.999601364e+00, 9.999752045e+00
1689084232.3103194, 24.07, 54.061, 9.999608994e+00, 9.999750137e+00
1689084233.7288015, 24.07, 54.061, 9.999613762e+00, 9.999740601e+00
1689084235.147306, 24.078, 54.071, 9.999604225e+00, 9.999744415e+00
1689084236.5658162, 24.084, 54.067, 9.999626160e+00, 9.999744415e+00
1689084237.9841657, 24.081, 54.073, 9.999618530e+00, 9.999747276e+00
1689084239.4027023, 24.074, 54.072, 9.999613762e+00, 9.999732971e+00
1689084240.8211687, 24.081, 54.069, 9.999629974e+00, 9.999718666e+00
1689084242.2395518, 24.081, 54.068, 9.999629974e+00, 9.999737740e+00
1689084243.6580117, 24.07, 54.066, 9.999618530e+00, 9.999737740e+00
1689084245.0765126, 24.083, 54.065, 9.999620438e+00, 9.999742508e+00
1689084246.4948444, 24.084, 54.062, 9.999610901e+00, 9.999740601e+00
1689084247.9133656, 24.077, 54.064, 9.999608994e+00, 9.999742508e+00
1689084249.3318558, 24.078, 54.067, 9.999616623e+00, 9.999740601e+00
1689084250.7502, 24.086, 54.071, 9.999623299e+00, 9.999728203e+00
1689084252.1687088, 24.077, 54.067, 9.999620438e+00, 9.999731064e+00
1689084253.5872133, 24.078, 54.078, 9.999608994e+00, 9.999740601e+00
1689084255.005707, 24.089, 54.077, 9.999613762e+00, 9.999742508e+00
1689084256.4241047, 24.078, 54.068, 9.999604225e+00, 9.999750137e+00
1689084257.8425612, 24.084, 54.077, 9.999608994e+00, 9.999747276e+00
1689084259.261098, 24.089, 54.084, 9.999616623e+00, 9.999752045e+00
1689084260.679385, 24.09, 54.083, 9.999608994e+00, 9.999750137e+00
1689084262.0979462, 24.083, 54.083, 9.999608994e+00, 9.999747276e+00
1689084263.516411, 24.086, 54.078, 9.999608994e+00, 9.999750137e+00
1689084264.934913, 24.089, 54.084, 9.999610901e+00, 9.999744415e+00
1689084266.353247, 24.084, 54.087, 9.999620438e+00, 9.999750137e+00
1689084267.7717645, 24.078, 54.085, 9.999610901e+00, 9.999750137e+00
1689084269.1902764, 24.086, 54.093, 9.999616623e+00, 9.999753952e+00
1689084270.608613, 24.083, 54.089, 9.999618530e+00, 9.999742508e+00
1689084272.0271745, 24.086, 54.092, 9.999608994e+00, 9.999756813e+00
1689084273.4456186, 24.086, 54.093, 9.999610901e+00, 9.999737740e+00
1689084274.8639715, 24.084, 54.092, 9.999610901e+00, 9.999744415e+00
1689084276.282455, 24.087, 54.092, 9.999608994e+00, 9.999747276e+00
1689084277.7009573, 24.084, 54.093, 9.999610901e+00, 9.999744415e+00
1689084279.119289, 24.087, 54.095, 9.999608994e+00, 9.999734879e+00
1689084280.5377986, 24.09, 54.097, 9.999628067e+00, 9.999747276e+00
1689084281.9563055, 24.1, 54.097, 9.999616623e+00, 9.999756813e+00
1689084283.3748016, 24.097, 54.084, 9.999608994e+00, 9.999747276e+00
1689084284.7931592, 24.097, 54.09, 9.999591827e+00, 9.999756813e+00
1689084286.211641, 24.101, 54.088, 9.999604225e+00, 9.999761581e+00
1689084287.630166, 24.1, 54.085, 9.999601364e+00, 9.999759674e+00
1689084289.0486588, 24.1, 54.091, 9.999599457e+00, 9.999769211e+00
1689084290.4670246, 24.1, 54.076, 9.999599457e+00, 9.999775887e+00
1689084291.8855164, 24.092, 54.083, 9.999608994e+00, 9.999761581e+00
1689084293.3038285, 24.093, 54.075, 9.999601364e+00, 9.999761581e+00
1689084294.7223437, 24.097, 54.08, 9.999620438e+00, 9.999750137e+00
1689084296.1408484, 24.103, 54.081, 9.999616623e+00, 9.999769211e+00
1689084297.5592005, 24.103, 54.081, 9.999616623e+00, 9.999769211e+00
1689084298.9777381, 24.097, 54.074, 9.999601364e+00, 9.999759674e+00
1689084300.3962035, 24.11, 54.083, 9.999610901e+00, 9.999737740e+00
1689084301.8147082, 24.104, 54.074, 9.999599457e+00, 9.999744415e+00
1689084303.2330492, 24.104, 54.074, 9.999607086e+00, 9.999752045e+00
1689084304.6515994, 24.109, 54.078, 9.999594688e+00, 9.999740601e+00
1689084306.0700889, 24.106, 54.076, 9.999585152e+00, 9.999747276e+00
1689084307.4883618, 24.104, 54.073, 9.999588013e+00, 9.999753952e+00
1689084308.9068723, 24.107, 54.074, 9.999591827e+00, 9.999742508e+00
1689084310.3254118, 24.109, 54.071, 9.999594688e+00, 9.999747276e+00
1689084311.7437341, 24.104, 54.077, 9.999594688e+00, 9.999742508e+00
1689084313.1623058, 24.101, 54.066, 9.999591827e+00, 9.999744415e+00
1689084314.5807428, 24.107, 54.076, 9.999607086e+00, 9.999737740e+00
1689084315.999275, 24.115, 54.081, 9.999597549e+00, 9.999728203e+00
1689084317.4175828, 24.11, 54.078, 9.999604225e+00, 9.999721527e+00
1689084318.8360863, 24.112, 54.074, 9.999604225e+00, 9.999728203e+00
1689084320.2546005, 24.115, 54.086, 9.999616623e+00, 9.999728203e+00
1689084321.6729116, 24.112, 54.088, 9.999623299e+00, 9.999737740e+00
1689084323.09147, 24.109, 54.081, 9.999635696e+00, 9.999734879e+00
1689084324.5099618, 24.115, 54.084, 9.999626160e+00, 9.999723434e+00
1689084325.9284627, 24.109, 54.087, 9.999620438e+00, 9.999732971e+00
1689084327.346835, 24.118, 54.08, 9.999632835e+00, 9.999740601e+00
1689084328.7653577, 24.126, 54.086, 9.999618530e+00, 9.999740601e+00
1689084330.1838932, 24.118, 54.088, 9.999607086e+00, 9.999723434e+00
1689084331.602255, 24.123, 54.088, 9.999601364e+00, 9.999750137e+00
1689084333.0207736, 24.12, 54.083, 9.999599457e+00, 9.999740601e+00
1689084334.439265, 24.124, 54.08, 9.999607086e+00, 9.999750137e+00
1689084335.8576167, 24.124, 54.08, 9.999607086e+00, 9.999761581e+00
1689084337.2761233, 24.118, 54.084, 9.999623299e+00, 9.999753952e+00
1689084338.6946385, 24.123, 54.075, 9.999607086e+00, 9.999761581e+00
1689084340.1131566, 24.127, 54.076, 9.999608994e+00, 9.999756813e+00
1689084341.5315104, 24.129, 54.087, 9.999616623e+00, 9.999742508e+00
1689084342.9500444, 24.121, 54.076, 9.999613762e+00, 9.999761581e+00
1689084344.3685663, 24.126, 54.085, 9.999594688e+00, 9.999756813e+00
1689084345.786913, 24.126, 54.075, 9.999613762e+00, 9.999752045e+00
1689084347.2054195, 24.123, 54.083, 9.999607086e+00, 9.999737740e+00
1689084348.623924, 24.116, 54.079, 9.999616623e+00, 9.999744415e+00
1689084350.0422852, 24.13, 54.079, 9.999599457e+00, 9.999742508e+00
1689084351.4608135, 24.121, 54.09, 9.999594688e+00, 9.999740601e+00
1689084352.8793204, 24.123, 54.074, 9.999610901e+00, 9.999750137e+00
1689084354.2978215, 24.126, 54.088, 9.999601364e+00, 9.999747276e+00
1689084355.716204, 24.124, 54.088, 9.999594688e+00, 9.999737740e+00
1689084357.1346793, 24.12, 54.087, 9.999607086e+00, 9.999731064e+00
1689084358.553237, 24.13, 54.09, 9.999608994e+00, 9.999744415e+00
1689084359.9715683, 24.126, 54.089, 9.999608994e+00, 9.999752045e+00
1689084361.3900886, 24.126, 54.09, 9.999607086e+00, 9.999740601e+00
1689084362.8086317, 24.13, 54.093, 9.999607086e+00, 9.999753952e+00
1689084364.2269485, 24.124, 54.092, 9.999613762e+00, 9.999744415e+00
1689084365.6455352, 24.124, 54.091, 9.999599457e+00, 9.999742508e+00
1689084367.0640264, 24.133, 54.092, 9.999607086e+00, 9.999747276e+00
1689084368.4825335, 24.129, 54.091, 9.999599457e+00, 9.999747276e+00
1689084369.900934, 24.136, 54.09, 9.999591827e+00, 9.999750137e+00
1689084371.3193884, 24.132, 54.089, 9.999607086e+00, 9.999744415e+00
1689084372.7378972, 24.136, 54.091, 9.999623299e+00, 9.999752045e+00
1689084374.156321, 24.142, 54.093, 9.999620438e+00, 9.999744415e+00
1689084375.5747566, 24.149, 54.09, 9.999620438e+00, 9.999740601e+00
1689084376.9932787, 24.144, 54.091, 9.999604225e+00, 9.999750137e+00
1689084378.4116719, 24.136, 54.093, 9.999599457e+00, 9.999740601e+00
1689084379.8301415, 24.142, 54.098, 9.999608994e+00, 9.999740601e+00
1689084381.2486537, 24.139, 54.093, 9.999588013e+00, 9.999747276e+00
1689084382.6669934, 24.138, 54.096, 9.999588013e+00, 9.999744415e+00
1689084384.0856216, 24.142, 54.101, 9.999597549e+00, 9.999752045e+00
1689084385.5040781, 24.144, 54.098, 9.999607086e+00, 9.999756813e+00
1689084386.9225674, 24.141, 54.1, 9.999608994e+00, 9.999753952e+00
1689084388.340957, 24.138, 54.107, 9.999599457e+00, 9.999766350e+00
1689084389.7594187, 24.139, 54.107, 9.999601364e+00, 9.999750137e+00
1689084391.1779249, 24.139, 54.111, 9.999589920e+00, 9.999766350e+00
1689084392.5962865, 24.141, 54.122, 9.999607086e+00, 9.999769211e+00
1689084394.0148244, 24.142, 54.123, 9.999599457e+00, 9.999744415e+00
1689084395.43335, 24.15, 54.129, 9.999589920e+00, 9.999740601e+00
1689084396.8516831, 24.147, 54.126, 9.999588013e+00, 9.999752045e+00
1689084398.2702475, 24.147, 54.134, 9.999608994e+00, 9.999742508e+00
1689084399.688708, 24.153, 54.134, 9.999616623e+00, 9.999737740e+00
1689084401.1073005, 24.156, 54.137, 9.999594688e+00, 9.999734879e+00
1689084402.5255694, 24.155, 54.136, 9.999604225e+00, 9.999747276e+00
1689084403.9440918, 24.149, 54.134, 9.999591827e+00, 9.999752045e+00
1689084405.362663, 24.153, 54.128, 9.999589920e+00, 9.999752045e+00
1689084406.7810106, 24.142, 54.133, 9.999597549e+00, 9.999750137e+00
1689084408.1994636, 24.147, 54.126, 9.999620438e+00, 9.999747276e+00
1689084409.617988, 24.146, 54.124, 9.999594688e+00, 9.999744415e+00
1689084411.0363424, 24.149, 54.127, 9.999610901e+00, 9.999756813e+00
1689084412.454896, 24.147, 54.122, 9.999623299e+00, 9.999737740e+00
1689084413.8733618, 24.155, 54.125, 9.999632835e+00, 9.999740601e+00
1689084415.2919173, 24.153, 54.128, 9.999616623e+00, 9.999744415e+00
1689084416.7102258, 24.15, 54.126, 9.999613762e+00, 9.999737740e+00
