t, ref_c, humidity, v
1689103452.2755213, 24.688, 53.187, 1.000040054e+01
1689103453.694062, 24.685, 53.186, 1.000035381e+01
1689103455.112442, 24.691, 53.183, 1.000034523e+01
1689103456.5308332, 24.683, 53.175, 1.000044060e+01
1689103457.949368, 24.691, 53.179, 1.000032520e+01
1689103459.367732, 24.691, 53.17, 1.000026703e+01
1689103460.7862415, 24.694, 53.166, 1.000022507e+01
1689103462.2047825, 24.685, 53.162, 1.000019741e+01
1689103463.623077, 24.703, 53.163, 1.000005627e+01
1689103465.0415504, 24.699, 53.164, 1.000029945e+01
1689103466.4600742, 24.7, 53.164, 1.000007820e+01
1689103467.8786001, 24.708, 53.154, 1.000018215e+01
1689103469.2969415, 24.705, 53.159, 1.000006962e+01
1689103470.7153835, 24.702, 53.15, 1.000029373e+01
1689103472.1339548, 24.699, 53.151, 1.000018501e+01
1689103473.5524876, 24.706, 53.145, 1.000018597e+01
1689103474.9708884, 24.712, 53.145, 1.000019741e+01
1689103476.389289, 24.717, 53.139, 1.000039101e+01
1689103477.8077781, 24.716, 53.139, 1.000028896e+01
1689103479.226301, 24.716, 53.135, 1.000044250e+01
1689103480.6446428, 24.709, 53.135, 1.000045586e+01
1689103482.063147, 24.712, 53.127, 1.000031757e+01
1689103483.4816642, 24.719, 53.122, 1.000033665e+01
1689103484.900032, 24.731, 53.127, 1.000030899e+01
1689103486.3185241, 24.729, 53.115, 1.000046349e+01
1689103487.7370217, 24.735, 53.114, 1.000034237e+01
1689103489.155338, 24.743, 53.104, 1.000033569e+01
1689103490.5738235, 24.732, 53.108, 1.000058842e+01
1689103491.9924002, 24.728, 53.097, 1.000078964e+01
1689103493.4108555, 24.732, 53.102, 1.000069141e+01
1689103494.8292794, 24.738, 53.098, 1.000055695e+01
1689103496.2477376, 24.738, 53.098, 1.000067616e+01
1689103497.666212, 24.745, 53.105, 1.000068474e+01
1689103499.0847814, 24.746, 53.096, 1.000061035e+01
1689103500.503278, 24.735, 53.094, 1.000053310e+01
1689103501.9215431, 24.742, 53.094, 1.000052071e+01
1689103503.340295, 24.74, 53.094, 1.000072479e+01
1689103504.7584195, 24.743, 53.089, 1.000059605e+01
1689103506.1769133, 24.758, 53.098, 1.000044727e+01
1689103507.5954494, 24.751, 53.086, 1.000040722e+01
1689103509.013792, 24.752, 53.096, 1.000013828e+01
1689103510.4325964, 24.754, 53.093, 1.000034714e+01
1689103511.8508346, 24.757, 53.091, 1.000031662e+01
1689103513.2695787, 24.761, 53.084, 1.000033569e+01
1689103514.6879141, 24.765, 53.086, 1.000021076e+01
1689103516.1061304, 24.758, 53.078, 1.000024414e+01
1689103517.524656, 24.769, 53.081, 1.000022221e+01
1689103518.9431968, 24.772, 53.081, 1.000022888e+01
1689103520.361501, 24.775, 53.077, 1.000022602e+01
1689103521.7800498, 24.775, 53.075, 1.000022507e+01
1689103523.1985466, 24.778, 53.078, 1.000001717e+01
1689103524.617241, 24.775, 53.072, 9.999748230e+00
1689103526.0353813, 24.777, 53.074, 9.999815941e+00
1689103527.4539108, 24.783, 53.069, 9.999686241e+00
1689103528.8724232, 24.784, 53.066, 9.999642372e+00
1689103530.2910237, 24.786, 53.069, 9.999670982e+00
1689103531.7093046, 24.792, 53.067, 9.999940872e+00
1689103533.127709, 24.791, 53.062, 9.999942780e+00
1689103534.5462785, 24.797, 53.059, 9.999851227e+00
1689103535.9650035, 24.797, 53.061, 9.999760628e+00
1689103537.3830695, 24.795, 53.056, 9.999880791e+00
1689103538.8015685, 24.801, 53.055, 1.000023270e+01
1689103540.2200937, 24.792, 53.057, 1.000065994e+01
1689103541.6386137, 24.797, 53.064, 1.000065422e+01
1689103543.0569532, 24.801, 53.06, 1.000056076e+01
1689103544.4754674, 24.812, 53.055, 1.000043201e+01
1689103545.8939483, 24.806, 53.049, 1.000055313e+01
1689103547.3123133, 24.815, 53.05, 1.000054550e+01
1689103548.7307892, 24.814, 53.045, 1.000050259e+01
1689103550.1494985, 24.818, 53.048, 1.000064564e+01
1689103551.5676386, 24.824, 53.043, 1.000062370e+01
1689103552.9861865, 24.821, 53.046, 1.000058842e+01
1689103554.4049616, 24.815, 53.043, 1.000021267e+01
1689103555.8231254, 24.814, 53.045, 1.000044441e+01
1689103557.2414706, 24.814, 53.047, 1.000024796e+01
1689103558.6599998, 24.824, 53.05, 1.000015259e+01
1689103560.078502, 24.826, 53.048, 1.000012207e+01
1689103561.4968686, 24.818, 53.056, 1.000024414e+01
1689103562.9153817, 24.811, 53.052, 1.000011921e+01
1689103564.3338816, 24.826, 53.055, 1.000012493e+01
1689103565.7523425, 24.821, 53.064, 1.000023079e+01
1689103567.1707687, 24.827, 53.072, 1.000035095e+01
1689103568.589193, 24.827, 53.073, 1.000024319e+01
1689103570.0077093, 24.827, 53.075, 1.000022602e+01
1689103571.426079, 24.83, 53.083, 1.000023460e+01
1689103572.8445547, 24.83, 53.087, 9.999861717e+00
1689103574.2630875, 24.833, 53.084, 9.999806404e+00
1689103575.6814477, 24.838, 53.09, 9.999728203e+00
1689103577.0999463, 24.835, 53.098, 9.999759674e+00
1689103578.5184128, 24.841, 53.096, 9.999776840e+00
1689103579.9369822, 24.846, 53.104, 9.999923706e+00
1689103581.3553383, 24.846, 53.097, 9.999949455e+00
1689103582.7737887, 24.852, 53.103, 9.999864578e+00
1689103584.1923516, 24.853, 53.107, 1.000044155e+01
1689103585.6108057, 24.853, 53.103, 1.000040817e+01
1689103587.029162, 24.864, 53.104, 1.000053024e+01
1689103588.4476662, 24.86, 53.102, 1.000035763e+01
1689103589.8661764, 24.863, 53.102, 1.000037766e+01
1689103591.2844982, 24.864, 53.097, 1.000052261e+01
1689103592.7029912, 24.863, 53.096, 1.000040531e+01
1689103594.1215098, 24.875, 53.091, 1.000040913e+01
1689103595.5399911, 24.87, 53.086, 1.000035095e+01
1689103596.9583576, 24.875, 53.086, 1.000044060e+01
1689103598.3768883, 24.872, 53.078, 1.000035191e+01
1689103599.7954328, 24.875, 53.079, 1.000037479e+01
1689103601.2138834, 24.878, 53.071, 1.000054455e+01
1689103602.632394, 24.878, 53.064, 1.000029278e+01
1689103604.050691, 24.884, 53.06, 1.000026608e+01
1689103605.4692512, 24.884, 53.055, 1.000023270e+01
1689103606.8880174, 24.883, 53.055, 1.000031185e+01
1689103608.3060818, 24.89, 53.049, 1.000030613e+01
1689103609.724853, 24.881, 53.049, 1.000040054e+01
1689103611.1430936, 24.886, 53.038, 1.000017452e+01
1689103612.5616372, 24.886, 53.044, 1.000039101e+01
1689103613.9801257, 24.892, 53.033, 1.000042343e+01
1689103615.398486, 24.893, 53.026, 1.000041676e+01
1689103616.8169482, 24.889, 53.02, 9.999654770e+00
1689103618.2354767, 24.886, 53.021, 9.999676704e+00
1689103619.6537702, 24.887, 53.012, 9.999558449e+00
1689103621.0723925, 24.892, 53.009, 9.999666214e+00
1689103622.490848, 24.892, 53.004, 9.999704361e+00
1689103623.909325, 24.89, 53.0, 9.999589920e+00
1689103625.3276424, 24.892, 52.989, 9.999720573e+00
1689103626.746182, 24.895, 52.992, 9.999649048e+00
1689103628.1647232, 24.902, 52.988, 9.999786377e+00
1689103629.5830529, 24.895, 52.98, 9.999696732e+00
1689103631.0017397, 24.893, 52.968, 9.999839783e+00
1689103632.4200032, 24.902, 52.961, 1.000045872e+01
1689103633.8385289, 24.907, 52.96, 1.000055599e+01
1689103635.2568681, 24.901, 52.946, 1.000043392e+01
1689103636.6753533, 24.902, 52.939, 1.000054932e+01
1689103638.0938945, 24.904, 52.943, 1.000049591e+01
1689103639.5124, 24.898, 52.921, 1.000055504e+01
1689103640.9308968, 24.895, 52.928, 1.000068378e+01
1689103642.3492956, 24.896, 52.926, 1.000044250e+01
1689103643.7680016, 24.902, 52.917, 1.000055218e+01
1689103645.186257, 24.902, 52.911, 1.000056934e+01
1689103646.6048503, 24.901, 52.909, 1.000042439e+01
1689103648.0230694, 24.898, 52.896, 1.000074196e+01
1689103649.4416611, 24.912, 52.892, 1.000057888e+01
1689103650.8600864, 24.901, 52.889, 1.000055408e+01
1689103652.2786129, 24.893, 52.887, 1.000067329e+01
1689103653.6971362, 24.899, 52.867, 1.000045204e+01
1689103655.1154718, 24.896, 52.862, 1.000060081e+01
1689103656.53397, 24.902, 52.859, 1.000045300e+01
1689103657.9525597, 24.896, 52.858, 1.000032234e+01
1689103659.3713262, 24.89, 52.854, 1.000032711e+01
1689103660.7893388, 24.896, 52.848, 1.000055122e+01
1689103662.207924, 24.893, 52.847, 1.000042820e+01
1689103663.6263795, 24.893, 52.844, 1.000000858e+01
1689103665.0450685, 24.887, 52.843, 1.000010395e+01
1689103666.4632509, 24.878, 52.838, 1.000010490e+01
1689103667.881691, 24.89, 52.835, 9.999825478e+00
1689103669.3002295, 24.881, 52.83, 9.999684334e+00
1689103670.718933, 24.886, 52.823, 9.999677658e+00
1689103672.1370099, 24.875, 52.811, 9.999691010e+00
1689103673.555594, 24.875, 52.803, 9.999623299e+00
1689103674.9741056, 24.873, 52.794, 9.999753952e+00
1689103676.3925729, 24.869, 52.796, 9.999774933e+00
1689103677.811114, 24.858, 52.787, 9.999810219e+00
1689103679.2294314, 24.867, 52.792, 1.000024891e+01
1689103680.6479652, 24.861, 52.775, 1.000055790e+01
1689103682.0664535, 24.863, 52.769, 1.000058746e+01
1689103683.484955, 24.86, 52.765, 1.000060177e+01
1689103684.9032447, 24.863, 52.762, 1.000070858e+01
1689103686.3217692, 24.858, 52.759, 1.000059319e+01
1689103687.7405348, 24.856, 52.753, 1.000054073e+01
1689103689.1587934, 24.841, 52.74, 1.000070381e+01
1689103690.5773501, 24.85, 52.734, 1.000053596e+01
1689103691.9956431, 24.849, 52.728, 1.000071239e+01
1689103693.4141505, 24.84, 52.726, 1.000070572e+01
1689103694.832652, 24.837, 52.73, 1.000065708e+01
1689103696.251147, 24.837, 52.727, 1.000074196e+01
1689103697.6694958, 24.835, 52.711, 1.000059509e+01
1689103699.0880163, 24.838, 52.711, 1.000057316e+01
1689103700.506579, 24.829, 52.709, 1.000044346e+01
1689103701.9248357, 24.824, 52.702, 1.000039959e+01
1689103703.343404, 24.826, 52.703, 1.000063801e+01
1689103704.7618742, 24.823, 52.703, 1.000038147e+01
1689103706.1804385, 24.807, 52.69, 1.000034142e+01
1689103707.5991218, 24.804, 52.686, 1.000032425e+01
1689103709.0172696, 24.806, 52.687, 1.000054932e+01
1689103710.4357512, 24.798, 52.68, 9.999938965e+00
1689103711.8542833, 24.803, 52.678, 9.999768257e+00
1689103713.2728145, 24.804, 52.674, 9.999650002e+00
1689103714.6912687, 24.792, 52.683, 9.999899864e+00
1689103716.1096191, 24.794, 52.681, 9.999661446e+00
1689103717.5281427, 24.797, 52.69, 9.999886513e+00
1689103718.946643, 24.791, 52.683, 9.999664307e+00
1689103720.365102, 24.794, 52.687, 9.999687195e+00
1689103721.7837203, 24.788, 52.697, 9.999727249e+00
1689103723.2019796, 24.781, 52.693, 9.999742508e+00
1689103724.6204793, 24.784, 52.701, 9.999838829e+00
1689103726.0389698, 24.783, 52.702, 1.000030804e+01
1689103727.4573028, 24.783, 52.714, 1.000036144e+01
1689103728.8758504, 24.783, 52.713, 1.000039959e+01
1689103730.294398, 24.775, 52.714, 1.000053596e+01
1689103731.7131524, 24.777, 52.715, 1.000056553e+01
1689103733.1311815, 24.781, 52.717, 1.000054169e+01
1689103734.5497098, 24.78, 52.716, 1.000066376e+01
1689103735.9682117, 24.777, 52.714, 1.000054741e+01
1689103737.386742, 24.772, 52.715, 1.000042248e+01
1689103738.8051345, 24.768, 52.714, 1.000043011e+01
1689103740.2235591, 24.765, 52.717, 1.000041771e+01
1689103741.642098, 24.765, 52.714, 1.000050640e+01
1689103743.060643, 24.763, 52.718, 1.000036430e+01
1689103744.4789624, 24.758, 52.702, 1.000048256e+01
1689103745.897485, 24.757, 52.715, 1.000057602e+01
1689103747.315995, 24.755, 52.714, 1.000041485e+01
1689103748.7344534, 24.752, 52.716, 1.000041485e+01
1689103750.152761, 24.752, 52.71, 1.000026417e+01
1689103751.5713122, 24.746, 52.715, 1.000026608e+01
1689103752.989866, 24.74, 52.715, 1.000024605e+01
1689103754.4084349, 24.74, 52.715, 1.000022602e+01
1689103755.8267, 24.735, 52.714, 1.000019073e+01
1689103757.2452438, 24.725, 52.709, 1.000035286e+01
1689103758.6636593, 24.731, 52.711, 1.000013161e+01
1689103760.0819857, 24.732, 52.714, 1.000012779e+01
1689103761.5004902, 24.731, 52.708, 1.000011539e+01
1689103762.9189904, 24.729, 52.707, 1.000011253e+01
1689103764.337329, 24.734, 52.697, 1.000035095e+01
1689103765.7558503, 24.726, 52.705, 1.000011921e+01
1689103767.1743472, 24.723, 52.69, 1.000011539e+01
1689103768.5927315, 24.722, 52.685, 1.000038338e+01
1689103770.0111942, 24.716, 52.684, 1.000017548e+01
1689103771.4297028, 24.716, 52.672, 1.000031185e+01
1689103772.84823, 24.714, 52.671, 1.000028229e+01
1689103774.266594, 24.706, 52.667, 1.000041485e+01
1689103775.6850882, 24.717, 52.66, 1.000035667e+01
1689103777.1035655, 24.708, 52.653, 1.000024414e+01
1689103778.5220711, 24.709, 52.646, 1.000038528e+01
1689103779.9404309, 24.702, 52.644, 1.000028229e+01
1689103781.358946, 24.699, 52.638, 1.000052643e+01
1689103782.777734, 24.7, 52.638, 1.000051022e+01
1689103784.195763, 24.706, 52.643, 1.000028419e+01
1689103785.6142883, 24.708, 52.631, 1.000040150e+01
1689103787.0327973, 24.711, 52.635, 1.000040817e+01
1689103788.4513078, 24.709, 52.635, 1.000043011e+01
1689103789.8696382, 24.703, 52.643, 1.000054550e+01
1689103791.2881396, 24.705, 52.628, 1.000055027e+01
1689103792.706626, 24.693, 52.63, 1.000053024e+01
1689103794.1251535, 24.685, 52.628, 1.000050545e+01
1689103795.5435119, 24.682, 52.621, 1.000037003e+01
1689103796.9619877, 24.676, 52.612, 1.000041676e+01
1689103798.3805084, 24.679, 52.61, 1.000032806e+01
1689103799.7989497, 24.666, 52.601, 1.000042820e+01
1689103801.217404, 24.676, 52.607, 1.000039577e+01
1689103802.6358423, 24.671, 52.604, 1.000047684e+01
1689103804.05419, 24.668, 52.599, 1.000004196e+01
1689103805.4727132, 24.666, 52.589, 1.000006104e+01
1689103806.8912127, 24.654, 52.588, 1.000026798e+01
1689103808.3097541, 24.656, 52.582, 1.000015545e+01
1689103809.7280893, 24.65, 52.581, 1.000027561e+01
1689103811.146588, 24.653, 52.58, 1.000002670e+01
1689103812.565092, 24.653, 52.578, 1.000014687e+01
1689103813.9834652, 24.651, 52.582, 1.000004101e+01
1689103815.401931, 24.64, 52.573, 1.000028706e+01
1689103816.820459, 24.64, 52.57, 1.000016403e+01
1689103818.2389624, 24.645, 52.581, 1.000013351e+01
1689103819.6573467, 24.642, 52.589, 1.000032806e+01
1689103821.0757978, 24.642, 52.587, 1.000045586e+01
1689103822.494307, 24.637, 52.596, 1.000024128e+01
1689103823.9126358, 24.636, 52.598, 1.000038624e+01
1689103825.3311386, 24.644, 52.601, 1.000041771e+01
1689103826.7496412, 24.637, 52.601, 1.000044346e+01
1689103828.1681516, 24.628, 52.602, 1.000049210e+01
1689103829.586502, 24.627, 52.606, 1.000037289e+01
1689103831.0050037, 24.624, 52.606, 1.000048161e+01
1689103832.4235308, 24.621, 52.602, 1.000049686e+01
1689103833.8418763, 24.617, 52.601, 1.000047970e+01
1689103835.2604027, 24.617, 52.6, 1.000068760e+01
1689103836.678847, 24.602, 52.592, 1.000067520e+01
1689103838.0972154, 24.604, 52.589, 1.000078201e+01
1689103839.5157514, 24.598, 52.582, 1.000078773e+01
1689103840.9342391, 24.596, 52.576, 1.000066376e+01
1689103842.352735, 24.594, 52.575, 1.000064850e+01
1689103843.771094, 24.596, 52.581, 1.000064087e+01
1689103845.1896105, 24.59, 52.577, 1.000070381e+01
1689103846.6081035, 24.59, 52.576, 1.000058174e+01
1689103848.0266118, 24.594, 52.574, 1.000043583e+01
1689103849.4449327, 24.591, 52.565, 1.000063896e+01
1689103850.8634522, 24.585, 52.57, 1.000025558e+01
1689103852.2819624, 24.582, 52.571, 1.000043011e+01
1689103853.7003307, 24.575, 52.572, 1.000019169e+01
1689103855.1187868, 24.567, 52.565, 1.000020123e+01
1689103856.5373206, 24.565, 52.569, 1.000043392e+01
1689103857.955689, 24.555, 52.57, 1.000043201e+01
1689103859.3742137, 24.55, 52.572, 1.000031948e+01
1689103860.7926998, 24.553, 52.564, 1.000044155e+01
1689103862.211211, 24.549, 52.567, 1.000030994e+01
1689103863.6295605, 24.547, 52.564, 1.000030613e+01
1689103865.0483217, 24.555, 52.558, 1.000032902e+01
1689103866.466579, 24.545, 52.556, 1.000026131e+01
1689103867.8850603, 24.541, 52.557, 1.000039673e+01
1689103869.3034627, 24.539, 52.552, 1.000042439e+01
1689103870.7221575, 24.538, 52.555, 1.000045300e+01
1689103872.1405058, 24.524, 52.551, 1.000022316e+01
1689103873.5589578, 24.533, 52.552, 1.000026703e+01
1689103874.977257, 24.527, 52.55, 1.000050545e+01
1689103876.3958144, 24.519, 52.551, 1.000029659e+01
1689103877.8143022, 24.521, 52.544, 1.000057793e+01
1689103879.2326486, 24.524, 52.55, 1.000031948e+01
1689103880.651075, 24.519, 52.544, 1.000031376e+01
1689103882.0696769, 24.516, 52.541, 1.000044823e+01
1689103883.4879746, 24.512, 52.543, 1.000042057e+01
1689103884.9064877, 24.509, 52.539, 1.000044155e+01
1689103886.3249876, 24.507, 52.544, 1.000030136e+01
1689103887.743346, 24.507, 52.54, 1.000042152e+01
1689103889.161842, 24.509, 52.538, 1.000036430e+01
1689103890.5805676, 24.498, 52.535, 1.000030041e+01
1689103891.9990585, 24.504, 52.541, 1.000039196e+01
1689103893.417186, 24.493, 52.537, 1.000035286e+01
1689103894.8356917, 24.487, 52.534, 1.000033188e+01
1689103896.2541504, 24.487, 52.532, 1.000018883e+01
1689103897.6726158, 24.481, 52.527, 1.000040436e+01
1689103899.0910668, 24.481, 52.528, 1.000051308e+01
1689103900.5095975, 24.473, 52.532, 1.000022125e+01
1689103901.9278924, 24.472, 52.533, 1.000034428e+01
1689103903.3464234, 24.463, 52.537, 1.000022221e+01
1689103904.7649267, 24.466, 52.534, 1.000021553e+01
1689103906.1834521, 24.452, 52.528, 1.000031948e+01
1689103907.6017752, 24.443, 52.52, 1.000023174e+01
1689103909.0202892, 24.44, 52.521, 1.000032902e+01
1689103910.4387274, 24.435, 52.517, 1.000033760e+01
1689103911.857144, 24.435, 52.511, 1.000022602e+01
1689103913.2758324, 24.432, 52.512, 1.000011444e+01
1689103914.6941357, 24.432, 52.511, 1.000012112e+01
1689103916.1126747, 24.427, 52.511, 1.000015354e+01
1689103917.5309486, 24.415, 52.515, 1.000028896e+01
1689103918.9496994, 24.414, 52.515, 1.000017548e+01
1689103920.3678997, 24.414, 52.52, 1.000032997e+01
1689103921.786339, 24.412, 52.526, 1.000036240e+01
1689103923.20489, 24.412, 52.527, 1.000049496e+01
1689103924.6235945, 24.403, 52.532, 1.000030899e+01
1689103926.0418832, 24.4, 52.533, 1.000042725e+01
1689103927.4601846, 24.4, 52.537, 1.000041008e+01
1689103928.8786812, 24.389, 52.536, 1.000056839e+01
1689103930.2972631, 24.394, 52.548, 1.000062943e+01
1689103931.715818, 24.389, 52.548, 1.000050831e+01
1689103933.134054, 24.386, 52.549, 1.000063610e+01
1689103934.5526037, 24.385, 52.553, 1.000050735e+01
1689103935.9708993, 24.383, 52.557, 1.000062847e+01
1689103937.3894544, 24.385, 52.562, 1.000073147e+01
1689103938.8079305, 24.385, 52.56, 1.000061226e+01
1689103940.2262626, 24.382, 52.555, 1.000048256e+01
1689103941.644771, 24.385, 52.556, 1.000057983e+01
1689103943.0632832, 24.372, 52.552, 1.000043392e+01
1689103944.4817328, 24.377, 52.559, 1.000043583e+01
1689103945.9001153, 24.368, 52.55, 1.000059128e+01
1689103947.3186486, 24.366, 52.555, 1.000041008e+01
1689103948.7371423, 24.366, 52.552, 1.000050163e+01
1689103950.1557403, 24.355, 52.545, 1.000035572e+01
1689103951.5739832, 24.36, 52.543, 1.000049114e+01
1689103952.9924846, 24.354, 52.538, 1.000036049e+01
1689103954.4109938, 24.351, 52.535, 1.000036049e+01
1689103955.8293602, 24.337, 52.535, 1.000047874e+01
1689103957.2480452, 24.343, 52.54, 1.000049019e+01
1689103958.6663682, 24.346, 52.537, 1.000030231e+01
1689103960.0846841, 24.342, 52.539, 1.000014019e+01
1689103961.5031552, 24.34, 52.533, 1.000037766e+01
1689103962.9217076, 24.337, 52.536, 1.000024891e+01
1689103964.3404214, 24.343, 52.534, 1.000017452e+01
1689103965.7585585, 24.346, 52.539, 1.000019360e+01
1689103967.1770508, 24.346, 52.533, 1.000034428e+01
1689103968.5955968, 24.337, 52.522, 1.000032902e+01
1689103970.013919, 24.339, 52.515, 1.000051594e+01
1689103971.432422, 24.334, 52.521, 1.000032043e+01
1689103972.8507452, 24.334, 52.51, 1.000032997e+01
1689103974.2692697, 24.328, 52.508, 1.000041294e+01
1689103975.6877882, 24.328, 52.503, 1.000070572e+01
1689103977.1062703, 24.322, 52.497, 1.000045395e+01
1689103978.5246449, 24.316, 52.503, 1.000052452e+01
1689103979.9431543, 24.302, 52.491, 1.000044727e+01
1689103981.3617015, 24.296, 52.49, 1.000056839e+01
1689103982.7801461, 24.29, 52.483, 1.000056934e+01
1689103984.198483, 24.291, 52.478, 1.000058079e+01
1689103985.6171935, 24.279, 52.478, 1.000046635e+01
1689103987.035709, 24.279, 52.474, 1.000058746e+01
1689103988.4539554, 24.273, 52.473, 1.000048542e+01
1689103989.8725226, 24.283, 52.474, 1.000040436e+01
1689103991.2908587, 24.273, 52.479, 1.000043869e+01
1689103992.7095857, 24.277, 52.479, 1.000064754e+01
1689103994.1278677, 24.271, 52.478, 1.000039387e+01
1689103995.5461774, 24.268, 52.486, 1.000035095e+01
1689103996.9647222, 24.274, 52.491, 1.000033665e+01
1689103998.3833284, 24.274, 52.49, 1.000042915e+01
1689103999.8015547, 24.271, 52.488, 1.000044537e+01
1689104001.2200758, 24.268, 52.497, 1.000031185e+01
1689104002.6385925, 24.26, 52.495, 1.000043201e+01
